bank_settlement_id,deposited_amount,settlement_date,description
BANK-TXN-11551,6295.2,2026-08-28,Razorpay Settlement for pay_47eed1cfe88b
BANK-TXN-11552,9289.86,2026-08-03,Razorpay Settlement for pay_9d754567ed3a
BANK-TXN-11553,6704.48,2026-08-04,Razorpay Settlement for pay_b53d0abc937a
BANK-TXN-11554,11012.48,2026-08-12,Razorpay Settlement for pay_e04e83f9e81f
BANK-TXN-11555,11578.58,2026-08-11,Razorpay Settlement for pay_95dc6295ec2e
BANK-TXN-11556,3729.7,2026-08-14,Razorpay Settlement for pay_3aa0e8255c53
BANK-TXN-11557,11488.08,2026-08-20,Razorpay Settlement for pay_34bf80b86f58
BANK-TXN-11558,12211.66,2026-08-07,Razorpay Settlement for pay_99b8bbca491a
BANK-TXN-11559,2082.44,2026-08-03,Razorpay Settlement for pay_2599bfdde36a
BANK-TXN-11560,7828.81,2026-08-04,Razorpay Settlement for pay_dbd3160a9951
BANK-TXN-11561,9427.24,2026-08-11,Razorpay Settlement for pay_33a45d7c9ec6
BANK-TXN-11562,14078.24,2026-08-31,Razorpay Settlement for pay_c366cf47f3cd
BANK-TXN-11563,10510.53,2026-08-18,Razorpay Settlement for pay_afaf32d9b9c0
BANK-TXN-11564,10111.43,2026-08-18,Razorpay Settlement for pay_0565dfed1dfd
BANK-TXN-11565,13888.79,2026-08-04,Razorpay Settlement for pay_4db28f3cbd5e
BANK-TXN-11566,1949.04,2026-08-21,Razorpay Settlement for pay_dbc24a5899a2
BANK-TXN-11567,5583.77,2026-08-18,Razorpay Settlement for pay_e9835aad91fc
BANK-TXN-11568,11671.61,2026-08-11,Razorpay Settlement for pay_14c570188dc4
BANK-TXN-11569,10924.03,2026-08-08,Razorpay Settlement for pay_86532dce9eda
BANK-TXN-11570,12820.66,2026-08-19,Razorpay Settlement for pay_a90e6075b1b7
BANK-TXN-11571,6757.24,2026-08-20,Razorpay Settlement for pay_0d9644e2fe1c
BANK-TXN-11572,10639.37,2026-08-14,Razorpay Settlement for pay_8f9e34bd482c
BANK-TXN-11573,6881.42,2026-08-07,Razorpay Settlement for pay_67c57fef599f
BANK-TXN-11574,10752.94,2026-08-16,Razorpay Settlement for pay_d973615f0b78
BANK-TXN-11575,6137.25,2026-08-22,Razorpay Settlement for pay_9cfb6e0746a4
BANK-TXN-11576,14091.99,2026-08-13,Razorpay Settlement for pay_08395d1e1472
BANK-TXN-11577,12755.79,2026-08-11,Razorpay Settlement for pay_000b4ee9e165
BANK-TXN-11578,8333.39,2026-08-23,Razorpay Settlement for pay_a49e33b3f60f
BANK-TXN-11579,14049.76,2026-08-19,Razorpay Settlement for pay_13e0441f9a8c
BANK-TXN-11580,7097.52,2026-08-18,Razorpay Settlement for pay_19dd301d8d08
BANK-TXN-11581,14154.32,2026-08-24,Razorpay Settlement for pay_b9619ba3d4b6
BANK-TXN-11582,10430.28,2026-08-08,Razorpay Settlement for pay_cdeba1ecead8
BANK-TXN-11583,4843.53,2026-08-27,Razorpay Settlement for pay_eb9c17117a13
BANK-TXN-11584,6534.5,2026-08-29,Razorpay Settlement for pay_a0ab38f9699d
BANK-TXN-11585,4334.75,2026-08-06,Razorpay Settlement for pay_b9ae4a22ae3f
BANK-TXN-11586,4645.74,2026-08-26,Razorpay Settlement for pay_616b03bf1396
BANK-TXN-11587,14136.14,2026-08-07,Razorpay Settlement for pay_461d79c9c828
BANK-TXN-11588,5851.69,2026-08-24,Razorpay Settlement for pay_cb5ed814513b
BANK-TXN-11589,5642.44,2026-08-15,Razorpay Settlement for pay_59da42d5c890
BANK-TXN-11590,8854.96,2026-08-08,Razorpay Settlement for pay_63a18abdfb89
BANK-TXN-11591,13965.47,2026-08-18,Razorpay Settlement for pay_d2593a5736d1
BANK-TXN-11592,6100.24,2026-08-12,Razorpay Settlement for pay_b62516c25b89
BANK-TXN-11593,13448.81,2026-08-15,Razorpay Settlement for pay_f7a089a353cd
BANK-TXN-11594,1668.29,2026-08-20,Razorpay Settlement for pay_0a3c998921f4
BANK-TXN-11595,1413.0,2026-08-21,Razorpay Settlement for pay_883c4d498a22
BANK-TXN-11596,8034.54,2026-09-01,Razorpay Settlement for pay_5d2be0d1a6e9
BANK-TXN-11597,14139.45,2026-08-10,Razorpay Settlement for pay_4a6c76a38ab7
BANK-TXN-11598,9199.06,2026-08-02,Razorpay Settlement for pay_395e7c57d1c5
BANK-TXN-11599,8867.47,2026-08-03,Razorpay Settlement for pay_36025a61f62d
BANK-TXN-11600,8683.15,2026-08-28,Razorpay Settlement for pay_d4155ee2b356
BANK-TXN-11601,8362.94,2026-08-08,Razorpay Settlement for pay_4584924e076b
BANK-TXN-11602,12241.54,2026-08-15,Razorpay Settlement for pay_225f71948404
BANK-TXN-11603,14082.37,2026-08-08,Razorpay Settlement for pay_afced684133c
BANK-TXN-11604,3986.78,2026-09-01,Razorpay Settlement for pay_6b335e518bdc
BANK-TXN-11605,5151.0,2026-08-10,Razorpay Settlement for pay_2cfe7cd27aaa
BANK-TXN-11606,10230.52,2026-08-12,Razorpay Settlement for pay_75847c58e81c
BANK-TXN-11607,334.92,2026-08-17,Razorpay Settlement for pay_07add3f974d8
BANK-TXN-11608,7288.12,2026-08-20,Razorpay Settlement for pay_6f2bc0112480
BANK-TXN-11609,9946.26,2026-08-29,Razorpay Settlement for pay_c7db12c14f89
BANK-TXN-11610,5805.44,2026-08-14,Razorpay Settlement for pay_d33e5d75ecef
BANK-TXN-11611,2995.13,2026-08-16,Razorpay Settlement for pay_43ed562fafca
BANK-TXN-11612,4273.57,2026-08-25,Razorpay Settlement for pay_f3bfe61f41eb
BANK-TXN-11613,4268.09,2026-08-17,Razorpay Settlement for pay_ce6399a6b04b
BANK-TXN-11614,1805.17,2026-08-09,Razorpay Settlement for pay_52b303411242
BANK-TXN-11615,8199.09,2026-08-19,Razorpay Settlement for pay_6fccbafc2757
BANK-TXN-11616,1139.48,2026-08-20,Razorpay Settlement for pay_9df9977575c7
BANK-TXN-11617,7782.75,2026-08-29,Razorpay Settlement for pay_3c430f7ada2e
BANK-TXN-11618,14583.26,2026-08-30,Razorpay Settlement for pay_cb4870223f0f
BANK-TXN-11619,13587.95,2026-08-20,Razorpay Settlement for pay_7b8cdcdeb3c0
BANK-TXN-11620,12442.32,2026-09-01,Razorpay Settlement for pay_17d6b704f443
BANK-TXN-11621,6963.37,2026-08-06,Razorpay Settlement for pay_66df9708cc5c
BANK-TXN-11622,10656.58,2026-08-26,Razorpay Settlement for pay_268e3b6f0853
BANK-TXN-11623,6706.29,2026-08-31,Razorpay Settlement for pay_ff51cd1cb579
BANK-TXN-11624,12762.57,2026-08-08,Razorpay Settlement for pay_0ced4751fac3
BANK-TXN-11625,14087.58,2026-08-09,Razorpay Settlement for pay_c75188114aad
BANK-TXN-11626,1107.49,2026-08-07,Razorpay Settlement for pay_d07950c74c70
BANK-TXN-11627,544.44,2026-08-17,Razorpay Settlement for pay_a0ac44fbe994
BANK-TXN-11628,7064.75,2026-08-10,Razorpay Settlement for pay_a8bf9c89ca50
BANK-TXN-11629,11713.78,2026-08-03,Razorpay Settlement for pay_1a20712e6d93
BANK-TXN-11630,11278.49,2026-08-21,Razorpay Settlement for pay_13a6768a2ded
BANK-TXN-11631,13492.02,2026-08-05,Razorpay Settlement for pay_9e144cdb02b8
BANK-TXN-11632,11547.5,2026-08-30,Razorpay Settlement for pay_b13568b28991
BANK-TXN-11633,9054.15,2026-08-16,Razorpay Settlement for pay_e2897dae7cf3
BANK-TXN-11634,8307.48,2026-08-06,Razorpay Settlement for pay_ce0deb10289d
BANK-TXN-11635,9149.35,2026-08-14,Razorpay Settlement for pay_655e4d192526
BANK-TXN-11636,9764.64,2026-08-30,Razorpay Settlement for pay_507fb2e96495
BANK-TXN-11637,6405.24,2026-08-14,Razorpay Settlement for pay_57038ad70f6a
BANK-TXN-11638,572.7,2026-08-23,Razorpay Settlement for pay_1ec82fc871f2
BANK-TXN-11639,374.23,2026-08-08,Razorpay Settlement for pay_85547ec8aa00
BANK-TXN-11640,8509.87,2026-08-27,Razorpay Settlement for pay_51e86da0e084
BANK-TXN-11641,9200.82,2026-08-15,Razorpay Settlement for pay_77a8381cab15
BANK-TXN-11642,2044.31,2026-08-06,Razorpay Settlement for pay_be7306e9729f
BANK-TXN-11643,5384.72,2026-09-02,Razorpay Settlement for pay_1dbbfa25b909
BANK-TXN-11644,5169.42,2026-08-17,Razorpay Settlement for pay_3af741a4d901
BANK-TXN-11645,10034.07,2026-08-18,Razorpay Settlement for pay_f8766ba17280
BANK-TXN-11646,988.03,2026-08-18,Razorpay Settlement for pay_a19163203cd6
BANK-TXN-11647,3115.1,2026-08-08,Razorpay Settlement for pay_5987431ee916
BANK-TXN-11648,10273.11,2026-08-09,Razorpay Settlement for pay_a3f6210225c2
BANK-TXN-11649,8585.27,2026-08-24,Razorpay Settlement for pay_b82e836ef973
BANK-TXN-11650,2549.71,2026-08-12,Razorpay Settlement for pay_eca7d64009cf
BANK-TXN-11651,3378.27,2026-08-31,Razorpay Settlement for pay_b3126b1a394e
BANK-TXN-11652,6962.65,2026-08-10,Razorpay Settlement for pay_433ab5ad641f
BANK-TXN-11653,13914.13,2026-08-18,Razorpay Settlement for pay_d703a30c4480
BANK-TXN-11654,6002.14,2026-08-25,Razorpay Settlement for pay_e99c24ef5248
BANK-TXN-11655,631.37,2026-08-02,Razorpay Settlement for pay_664aae89867f
BANK-TXN-11656,9352.87,2026-08-12,Razorpay Settlement for pay_cfa500d0b96c
BANK-TXN-11657,4316.6,2026-08-02,Razorpay Settlement for pay_8af872a138b2
BANK-TXN-11658,12488.64,2026-08-25,Razorpay Settlement for pay_b516115404a4
BANK-TXN-11659,12421.16,2026-08-08,Razorpay Settlement for pay_860ac1d7b341
BANK-TXN-11660,5691.9,2026-08-29,Razorpay Settlement for pay_cf7dda56d498
BANK-TXN-11661,6812.77,2026-08-31,Razorpay Settlement for pay_ef0ad69a57e6
BANK-TXN-11662,13846.61,2026-08-13,Razorpay Settlement for pay_c3adecbf63af
BANK-TXN-11663,12999.01,2026-08-04,Razorpay Settlement for pay_6286324f5076
BANK-TXN-11664,5681.34,2026-08-08,Razorpay Settlement for pay_ce5e9e5d9dd3
BANK-TXN-11665,3742.94,2026-08-21,Razorpay Settlement for pay_ae4d1ff81643
BANK-TXN-11666,12396.04,2026-08-21,Razorpay Settlement for pay_3b3999acd0f9
BANK-TXN-11667,968.47,2026-08-06,Razorpay Settlement for pay_577e6a4416e0
BANK-TXN-11668,13044.14,2026-08-06,Razorpay Settlement for pay_91b7dec025e0
BANK-TXN-11669,9669.14,2026-08-05,Razorpay Settlement for pay_c45b72acf67c
BANK-TXN-11670,12990.53,2026-08-18,Razorpay Settlement for pay_bf4adcf70f82
BANK-TXN-11671,4863.72,2026-08-19,Razorpay Settlement for pay_9bbe73ce3a79
BANK-TXN-11672,14058.23,2026-08-25,Razorpay Settlement for pay_4dfcd40e1477
BANK-TXN-11673,13556.87,2026-08-20,Razorpay Settlement for pay_7638c63a059d
BANK-TXN-11674,12715.39,2026-08-09,Razorpay Settlement for pay_aff4dbccfeb1
BANK-TXN-11675,5665.21,2026-08-11,Razorpay Settlement for pay_1c4da5c69080
BANK-TXN-11676,1425.34,2026-08-13,Razorpay Settlement for pay_71838e5973c8
BANK-TXN-11677,3534.5,2026-08-16,Razorpay Settlement for pay_6a901ebbb0d1
BANK-TXN-11678,6376.18,2026-08-18,Razorpay Settlement for pay_24dc349b30b2
BANK-TXN-11679,7412.37,2026-08-15,Razorpay Settlement for pay_3f358d606726
BANK-TXN-11680,3586.9,2026-08-02,Razorpay Settlement for pay_e61ba4da3ea1
BANK-TXN-11681,12417.12,2026-08-30,Razorpay Settlement for pay_d0501e87ca99
BANK-TXN-11682,1916.0,2026-08-10,Razorpay Settlement for pay_b9488de2db51
BANK-TXN-11683,3048.16,2026-08-19,Razorpay Settlement for pay_2b33c2ee1bea
BANK-TXN-11684,11342.08,2026-08-12,Razorpay Settlement for pay_2cee55ce3693
BANK-TXN-11685,14676.87,2026-08-24,Razorpay Settlement for pay_ab19c3b26aa6
BANK-TXN-11686,12049.97,2026-08-26,Razorpay Settlement for pay_1b5c9c30200d
BANK-TXN-11687,9660.72,2026-08-29,Razorpay Settlement for pay_ade0bbc2a392
BANK-TXN-11688,5961.42,2026-08-18,Razorpay Settlement for pay_923b8f0b1e1b
BANK-TXN-11689,3585.92,2026-08-25,Razorpay Settlement for pay_daf6e0ae11bd
BANK-TXN-11690,11681.93,2026-08-28,Razorpay Settlement for pay_7350cba55c50
BANK-TXN-11691,13857.75,2026-08-08,Razorpay Settlement for pay_5abfa485d402
BANK-TXN-11692,8295.71,2026-08-17,Razorpay Settlement for pay_ff3b71806070
BANK-TXN-11693,13878.41,2026-08-20,Razorpay Settlement for pay_4c3299da40c4
BANK-TXN-11694,5340.02,2026-08-28,Razorpay Settlement for pay_43262681a8ae
BANK-TXN-11695,6046.46,2026-08-16,Razorpay Settlement for pay_fa863f13cd88
BANK-TXN-11696,9331.19,2026-09-01,Razorpay Settlement for pay_e9d84cc088ae
BANK-TXN-11697,7948.25,2026-08-09,Razorpay Settlement for pay_0d43fdd8f43d
BANK-TXN-11698,13931.4,2026-08-05,Razorpay Settlement for pay_e85fa6a84fd5
BANK-TXN-11699,8215.36,2026-08-07,Razorpay Settlement for pay_a73a723071fc
BANK-TXN-11700,585.27,2026-08-25,Razorpay Settlement for pay_cbc665c7693f
BANK-TXN-11701,3182.27,2026-08-31,Razorpay Settlement for pay_88f77b8165ec
BANK-TXN-11702,1029.3,2026-08-18,Razorpay Settlement for pay_433f45ae0cc4
BANK-TXN-11703,2385.33,2026-08-12,Razorpay Settlement for pay_5dc017810f2b
BANK-TXN-11704,10974.54,2026-08-20,Razorpay Settlement for pay_ee8b940b03bb
BANK-TXN-11705,3179.14,2026-08-08,Razorpay Settlement for pay_cb468d4dbc76
BANK-TXN-11706,2498.96,2026-08-25,Razorpay Settlement for pay_a68865e331c0
BANK-TXN-11707,10128.86,2026-08-09,Razorpay Settlement for pay_76ddf0619efc
BANK-TXN-11708,1123.82,2026-08-02,Razorpay Settlement for pay_4c9f6c682d76
BANK-TXN-11709,4966.24,2026-08-27,Razorpay Settlement for pay_78b9d191ccc0
BANK-TXN-11710,10889.66,2026-08-16,Razorpay Settlement for pay_4a07abfd581e
BANK-TXN-11711,10194.92,2026-08-30,Razorpay Settlement for pay_62c82e6fbe5e
BANK-TXN-11712,3809.46,2026-08-21,Razorpay Settlement for pay_2d26a0e6efdc
BANK-TXN-11713,10327.37,2026-08-15,Razorpay Settlement for pay_98f7c68dee7d
BANK-TXN-11714,13039.9,2026-08-24,Razorpay Settlement for pay_f39eb833721b
BANK-TXN-11715,4429.57,2026-08-31,Razorpay Settlement for pay_de8c54bd0bd4
BANK-TXN-11716,3347.06,2026-08-26,Razorpay Settlement for pay_362f12172d57
BANK-TXN-11717,14632.07,2026-08-26,Razorpay Settlement for pay_60eb8a7395b2
BANK-TXN-11718,11502.02,2026-08-06,Razorpay Settlement for pay_4cdc937e39f0
BANK-TXN-11719,7535.96,2026-08-07,Razorpay Settlement for pay_18708572d4e5
BANK-TXN-11720,9995.23,2026-08-05,Razorpay Settlement for pay_1ceadb66dc5f
BANK-TXN-11721,12608.13,2026-08-13,Razorpay Settlement for pay_201171f39242
BANK-TXN-11722,10480.78,2026-08-02,Razorpay Settlement for pay_3bb7e1ce15ce
BANK-TXN-11723,7226.95,2026-08-24,Razorpay Settlement for pay_491da43ff9c4
BANK-TXN-11724,10545.79,2026-08-20,Razorpay Settlement for pay_be42f1734fca
BANK-TXN-11725,2536.46,2026-08-17,Razorpay Settlement for pay_17475d6fac0d
BANK-TXN-11726,1996.69,2026-08-05,Razorpay Settlement for pay_0fe1ca34b1be
BANK-TXN-11727,358.6,2026-08-05,Razorpay Settlement for pay_c917899ab04b
BANK-TXN-11728,3338.61,2026-08-16,Razorpay Settlement for pay_1a72a2c1bd98
BANK-TXN-11729,956.23,2026-08-24,Razorpay Settlement for pay_ffa674a2acc6
BANK-TXN-11730,3122.01,2026-08-26,Razorpay Settlement for pay_3e270d936303
BANK-TXN-11731,1521.47,2026-08-31,Razorpay Settlement for pay_abc68f2d0dfe
BANK-TXN-11732,2914.86,2026-08-02,Razorpay Settlement for pay_6194e2704a9e
BANK-TXN-11733,12312.43,2026-09-01,Razorpay Settlement for pay_e3269b30aa5f
BANK-TXN-11734,7629.3,2026-08-07,Razorpay Settlement for pay_cd7d0e2c09d9
BANK-TXN-11735,9114.59,2026-08-20,Razorpay Settlement for pay_84fd731bb63a
BANK-TXN-11736,1731.76,2026-08-05,Razorpay Settlement for pay_7b7b2b317eae
BANK-TXN-11737,4782.75,2026-08-02,Razorpay Settlement for pay_c70d5c337060
BANK-TXN-11738,9739.07,2026-08-16,Razorpay Settlement for pay_5ca5359956a5
BANK-TXN-11739,1172.57,2026-08-21,Razorpay Settlement for pay_3a8e9ca42460
BANK-TXN-11740,14454.92,2026-08-12,Razorpay Settlement for pay_c45c1db4830c
BANK-TXN-11741,3850.14,2026-08-20,Razorpay Settlement for pay_00a8f58447d8
BANK-TXN-11742,5831.75,2026-08-13,Razorpay Settlement for pay_3f384235e60d
BANK-TXN-11743,13017.06,2026-08-08,Razorpay Settlement for pay_ac24f7dcc018
BANK-TXN-11744,5056.37,2026-08-23,Razorpay Settlement for pay_a48592155e3f
BANK-TXN-11745,3567.1,2026-08-19,Razorpay Settlement for pay_9b5cc24bd796
BANK-TXN-11746,13202.89,2026-08-03,Razorpay Settlement for pay_f8e70cc2624a
BANK-TXN-11747,3728.39,2026-08-25,Razorpay Settlement for pay_2c264026b155
BANK-TXN-11748,4498.1,2026-08-06,Razorpay Settlement for pay_630a79c98451
BANK-TXN-11749,3648.88,2026-08-09,Razorpay Settlement for pay_cc68c2e163ad
BANK-TXN-11750,4229.94,2026-08-30,Razorpay Settlement for pay_3a866cf7da0d
BANK-TXN-11751,11982.46,2026-08-27,Razorpay Settlement for pay_a5d737dd61d9
BANK-TXN-11752,11820.26,2026-08-04,Razorpay Settlement for pay_9b2c60c27ff9
BANK-TXN-11753,4861.03,2026-08-29,Razorpay Settlement for pay_1bf28aa7f7d4
BANK-TXN-11754,7326.78,2026-08-02,Razorpay Settlement for pay_6b3f59ef4765
BANK-TXN-11755,2017.13,2026-08-22,Razorpay Settlement for pay_f25974abe864
BANK-TXN-11756,7440.03,2026-08-19,Razorpay Settlement for pay_85167a44c89d
BANK-TXN-11757,10663.15,2026-08-16,Razorpay Settlement for pay_11e13a8b7796
BANK-TXN-11758,4592.17,2026-08-08,Razorpay Settlement for pay_8350c209f7e5
BANK-TXN-11759,11527.82,2026-08-08,Razorpay Settlement for pay_7a1e042945bc
BANK-TXN-11760,7023.23,2026-08-14,Razorpay Settlement for pay_56a4a85a1305
BANK-TXN-11761,11223.74,2026-08-22,Razorpay Settlement for pay_911449cb701a
BANK-TXN-11762,12583.02,2026-08-26,Razorpay Settlement for pay_9100c869a996
BANK-TXN-11763,10735.3,2026-08-19,Razorpay Settlement for pay_36c6f04048af
BANK-TXN-11764,4303.91,2026-08-16,Razorpay Settlement for pay_8ff5d1323193
BANK-TXN-11765,7002.13,2026-08-12,Razorpay Settlement for pay_038393f2e8c9
BANK-TXN-11766,7458.15,2026-08-02,Razorpay Settlement for pay_d31b5430ac5f
BANK-TXN-11767,14272.02,2026-08-14,Razorpay Settlement for pay_a4b30c07c197
BANK-TXN-11768,14296.79,2026-08-17,Razorpay Settlement for pay_5323a4121f6d
BANK-TXN-11769,2001.42,2026-08-30,Razorpay Settlement for pay_a8b04e692abe
BANK-TXN-11770,11382.5,2026-08-26,Razorpay Settlement for pay_eb8afca21316
BANK-TXN-11771,10181.85,2026-08-25,Razorpay Settlement for pay_6a23970b3085
BANK-TXN-11772,3775.47,2026-08-15,Razorpay Settlement for pay_54c5767d109d
BANK-TXN-11773,10443.93,2026-08-31,Razorpay Settlement for pay_982ed3c3801f
BANK-TXN-11774,3986.34,2026-08-24,Razorpay Settlement for pay_0069bc0888ae
BANK-TXN-11775,8894.49,2026-08-06,Razorpay Settlement for pay_05b16c8f03c1
BANK-TXN-11776,10517.18,2026-08-05,Razorpay Settlement for pay_3d068049a994
BANK-TXN-11777,10230.4,2026-08-07,Razorpay Settlement for pay_47c94b0ec6b6
BANK-TXN-11778,11109.71,2026-08-12,Razorpay Settlement for pay_7fcedd901458
BANK-TXN-11779,11763.43,2026-08-22,Razorpay Settlement for pay_63872e96af16
BANK-TXN-11780,11049.21,2026-08-25,Razorpay Settlement for pay_4dd02633f102
BANK-TXN-11781,10828.05,2026-08-16,Razorpay Settlement for pay_a4660a284a7c
BANK-TXN-11782,2144.35,2026-08-13,Razorpay Settlement for pay_17adec097a4d
BANK-TXN-11783,8292.21,2026-08-18,Razorpay Settlement for pay_d2873a3d5441
BANK-TXN-11784,2752.07,2026-08-08,Razorpay Settlement for pay_f6899066ff52
BANK-TXN-11785,9287.65,2026-08-31,Razorpay Settlement for pay_517e11830863
BANK-TXN-11786,4447.49,2026-08-22,Razorpay Settlement for pay_bee3f4019b3b
BANK-TXN-11787,626.29,2026-08-10,Razorpay Settlement for pay_8869abf45a4a
BANK-TXN-11788,1658.14,2026-08-18,Razorpay Settlement for pay_9ebf529a9b70
BANK-TXN-11789,8643.79,2026-08-26,Razorpay Settlement for pay_00185ac16cd5
BANK-TXN-11790,301.33,2026-08-08,Razorpay Settlement for pay_6ab7ce288c5b
BANK-TXN-11791,6424.79,2026-08-17,Razorpay Settlement for pay_15644375e3d4
BANK-TXN-11792,12043.55,2026-08-30,Razorpay Settlement for pay_2542b2fae978
BANK-TXN-11793,1026.23,2026-08-14,Razorpay Settlement for pay_fc9ee5c2329f
BANK-TXN-11794,6823.16,2026-08-12,Razorpay Settlement for pay_90e3150dfcaa
BANK-TXN-11795,8926.09,2026-08-28,Razorpay Settlement for pay_55a32d1d7c92
BANK-TXN-11796,6750.62,2026-08-26,Razorpay Settlement for pay_ec8bcf55e4f0
BANK-TXN-11797,241.38,2026-08-15,Razorpay Settlement for pay_a46db6e1c403
BANK-TXN-11798,859.62,2026-08-22,Razorpay Settlement for pay_777eb2d550ad
BANK-TXN-11799,7223.71,2026-08-16,Razorpay Settlement for pay_feb15c5aa53c
BANK-TXN-11800,12627.38,2026-08-15,Razorpay Settlement for pay_d90d88d07619
BANK-TXN-11801,3025.4,2026-08-14,Razorpay Settlement for pay_684f85473ce3
BANK-TXN-11802,12623.07,2026-08-19,Razorpay Settlement for pay_28a8eed3ec8e
BANK-TXN-11803,12268.46,2026-08-17,Razorpay Settlement for pay_f05132a2c1a7
BANK-TXN-11804,7189.37,2026-08-30,Razorpay Settlement for pay_d440a0a9d83a
BANK-TXN-11805,13890.82,2026-08-08,Razorpay Settlement for pay_352656d0c569
BANK-TXN-11806,2520.05,2026-08-15,Razorpay Settlement for pay_b31e870c4998
BANK-TXN-11807,10626.91,2026-08-26,Razorpay Settlement for pay_3dc89e3b56c5
BANK-TXN-11808,13579.37,2026-08-06,Razorpay Settlement for pay_cec37fa1ef25
BANK-TXN-11809,12842.63,2026-08-28,Razorpay Settlement for pay_0c5eadaf5ff9
BANK-TXN-11810,10601.79,2026-08-12,Razorpay Settlement for pay_0b6295c61f7a
BANK-TXN-11811,6533.7,2026-08-22,Razorpay Settlement for pay_fa6d83131485
BANK-TXN-11812,1467.72,2026-08-10,Razorpay Settlement for pay_696925c862ed
BANK-TXN-11813,2925.02,2026-08-25,Razorpay Settlement for pay_0a2be016e138
BANK-TXN-11814,4741.15,2026-08-13,Razorpay Settlement for pay_ecb7a1579e7a
BANK-TXN-11815,1093.58,2026-08-25,Razorpay Settlement for pay_51855b0968a8
BANK-TXN-11816,11382.66,2026-08-14,Razorpay Settlement for pay_67438eebc06e
BANK-TXN-11817,3417.95,2026-08-24,Razorpay Settlement for pay_06752b930c2f
BANK-TXN-11818,2226.7,2026-08-19,Razorpay Settlement for pay_79ad1ac50151
BANK-TXN-11819,6806.7,2026-08-09,Razorpay Settlement for pay_703a2fa03057
BANK-TXN-11820,11817.94,2026-08-26,Razorpay Settlement for pay_6fb26af5d537
BANK-TXN-11821,14559.82,2026-08-12,Razorpay Settlement for pay_f8e3fa371f3b
BANK-TXN-11822,7133.01,2026-08-30,Razorpay Settlement for pay_31c698056336
BANK-TXN-11823,1049.02,2026-08-12,Razorpay Settlement for pay_5d9d7ed4e5e4
BANK-TXN-11824,12496.41,2026-08-29,Razorpay Settlement for pay_326bea217138
BANK-TXN-11825,12748.22,2026-08-25,Razorpay Settlement for pay_3587b456f9fb
BANK-TXN-11826,4534.18,2026-08-18,Razorpay Settlement for pay_50a6949658ac
BANK-TXN-11827,6323.03,2026-08-19,Razorpay Settlement for pay_06b0196d7699
BANK-TXN-11828,1237.72,2026-08-26,Razorpay Settlement for pay_0fcb52f1a632
BANK-TXN-11829,12421.99,2026-08-24,Razorpay Settlement for pay_633c356fbc16
BANK-TXN-11830,11672.69,2026-08-06,Razorpay Settlement for pay_0108595f0b69
BANK-TXN-11831,6832.05,2026-09-01,Razorpay Settlement for pay_09f9622bd269
BANK-TXN-11832,7193.34,2026-08-07,Razorpay Settlement for pay_ba55cc2cb833
BANK-TXN-11833,10861.07,2026-08-09,Razorpay Settlement for pay_41f9e3efb86b
BANK-TXN-11834,10034.32,2026-08-26,Razorpay Settlement for pay_eb4b0dd3b140
BANK-TXN-11835,12403.44,2026-09-01,Razorpay Settlement for pay_5a82d8ca868a
BANK-TXN-11836,13903.2,2026-08-13,Razorpay Settlement for pay_2549145f366f
BANK-TXN-11837,6488.15,2026-08-22,Razorpay Settlement for pay_65c11bc331ad
BANK-TXN-11838,689.03,2026-08-25,Razorpay Settlement for pay_d60898860432
BANK-TXN-11839,8842.64,2026-08-17,Razorpay Settlement for pay_32aba3b81249
BANK-TXN-11840,10229.79,2026-08-25,Razorpay Settlement for pay_9af708953eff
BANK-TXN-11841,4187.74,2026-08-17,Razorpay Settlement for pay_550ff27dd6e5
BANK-TXN-11842,1394.57,2026-08-02,Razorpay Settlement for pay_2c90535b727e
BANK-TXN-11843,529.98,2026-08-23,Razorpay Settlement for pay_4ac14f6f94ce
BANK-TXN-11844,6485.76,2026-08-18,Razorpay Settlement for pay_5341387047b5
BANK-TXN-11845,13378.4,2026-08-12,Razorpay Settlement for pay_a8f1708c3547
BANK-TXN-11846,5907.63,2026-08-28,Razorpay Settlement for pay_188d9830984a
BANK-TXN-11847,10548.22,2026-08-19,Razorpay Settlement for pay_4cc3247bc65e
BANK-TXN-11848,13214.82,2026-08-26,Razorpay Settlement for pay_bed0fcc31569
BANK-TXN-11849,273.22,2026-08-22,Razorpay Settlement for pay_c902be45d551
BANK-TXN-11850,2064.35,2026-08-12,Razorpay Settlement for pay_20211e121de2
BANK-TXN-11851,3920.06,2026-08-07,Razorpay Settlement for pay_9cd502ef8477
BANK-TXN-11852,5469.07,2026-08-06,Razorpay Settlement for pay_dd54429fe5ab
BANK-TXN-11853,3797.88,2026-09-02,Razorpay Settlement for pay_4c9cf588eb70
BANK-TXN-11854,7942.63,2026-08-30,Razorpay Settlement for pay_57c6e089301f
BANK-TXN-11855,7776.75,2026-08-17,Razorpay Settlement for pay_12f5b0e1a320
BANK-TXN-11856,10173.74,2026-08-19,Razorpay Settlement for pay_73948a0f7cbe
BANK-TXN-11857,4542.99,2026-08-03,Razorpay Settlement for pay_3b944ab33170
BANK-TXN-11858,8779.22,2026-08-21,Razorpay Settlement for pay_991990ec6acc
BANK-TXN-11859,1274.51,2026-08-25,Razorpay Settlement for pay_ab7b3f363d95
BANK-TXN-11860,2564.79,2026-08-15,Razorpay Settlement for pay_74fdfd42e4b1
